ImageId,ships,has_ship,has_ship_vec
9603fa1b2.jpg,0,0.0,[0.0]
abd101c1f.jpg,0,0.0,[0.0]
59d1253eb.jpg,0,0.0,[0.0]
a6f656aed.jpg,0,0.0,[0.0]
a9fb60a1c.jpg,0,0.0,[0.0]
9be7c9df0.jpg,0,0.0,[0.0]
232a1f58f.jpg,0,0.0,[0.0]
20f377071.jpg,0,0.0,[0.0]
64a334393.jpg,0,0.0,[0.0]
d34ee5c7f.jpg,0,0.0,[0.0]
a39eed7b1.jpg,0,0.0,[0.0]
73f719714.jpg,0,0.0,[0.0]
cf60f5c46.jpg,0,0.0,[0.0]
4e120ad11.jpg,0,0.0,[0.0]
e213ea362.jpg,0,0.0,[0.0]
dd6e47a38.jpg,0,0.0,[0.0]
9ce6d29c1.jpg,0,0.0,[0.0]
cbdf46f41.jpg,0,0.0,[0.0]
b3c17fb1f.jpg,0,0.0,[0.0]
7b733a08a.jpg,0,0.0,[0.0]
3ae270054.jpg,0,0.0,[0.0]
413fa010f.jpg,0,0.0,[0.0]
aa8b8f530.jpg,0,0.0,[0.0]
b4f4991d6.jpg,0,0.0,[0.0]
d16fea3e6.jpg,0,0.0,[0.0]
65f6f32d7.jpg,0,0.0,[0.0]
d199f1c3e.jpg,0,0.0,[0.0]
56ec01d76.jpg,0,0.0,[0.0]
420d78f43.jpg,0,0.0,[0.0]
babeabc70.jpg,0,0.0,[0.0]
c0587a62f.jpg,0,0.0,[0.0]
93405fbaf.jpg,0,0.0,[0.0]
3d1d81a3f.jpg,0,0.0,[0.0]
2ac611893.jpg,0,0.0,[0.0]
a3ed7d378.jpg,0,0.0,[0.0]
d9f762899.jpg,0,0.0,[0.0]
23c2c4434.jpg,0,0.0,[0.0]
c8b42a433.jpg,0,0.0,[0.0]
baa6102f8.jpg,0,0.0,[0.0]
051dd8fa8.jpg,0,0.0,[0.0]
c0c5d3c38.jpg,0,0.0,[0.0]
12882e694.jpg,0,0.0,[0.0]
a156d6b60.jpg,0,0.0,[0.0]
d15cbc3d6.jpg,0,0.0,[0.0]
36364150f.jpg,0,0.0,[0.0]
bb59ec7a7.jpg,0,0.0,[0.0]
48bfb9a98.jpg,0,0.0,[0.0]
b9fd7e870.jpg,0,0.0,[0.0]
6d29fcbc7.jpg,0,0.0,[0.0]
ea5671e3c.jpg,0,0.0,[0.0]
cd0a1da9e.jpg,0,0.0,[0.0]
051fe6403.jpg,0,0.0,[0.0]
c04851749.jpg,0,0.0,[0.0]
0d65ca02f.jpg,0,0.0,[0.0]
88cec19ca.jpg,0,0.0,[0.0]
7af031790.jpg,0,0.0,[0.0]
e4a0cf26f.jpg,0,0.0,[0.0]
67031ae45.jpg,0,0.0,[0.0]
dc4cb53fb.jpg,0,0.0,[0.0]
e65f58e77.jpg,0,0.0,[0.0]
ea8a21f7a.jpg,0,0.0,[0.0]
9ed39f397.jpg,0,0.0,[0.0]
06058aafc.jpg,0,0.0,[0.0]
5b97c9c54.jpg,0,0.0,[0.0]
2c1e5f2e9.jpg,0,0.0,[0.0]
2aa84ac44.jpg,0,0.0,[0.0]
682946df8.jpg,0,0.0,[0.0]
5cc597a60.jpg,0,0.0,[0.0]
f775fa1cc.jpg,0,0.0,[0.0]
57f2425c1.jpg,0,0.0,[0.0]
2168b034a.jpg,0,0.0,[0.0]
8ef34c3d8.jpg,0,0.0,[0.0]
bab40d27f.jpg,0,0.0,[0.0]
172733a90.jpg,0,0.0,[0.0]
f31e5cb34.jpg,0,0.0,[0.0]
22d568016.jpg,0,0.0,[0.0]
ec4ad7b98.jpg,0,0.0,[0.0]
3a08a8812.jpg,0,0.0,[0.0]
3564799d0.jpg,0,0.0,[0.0]
